Price,Status,Area,Rate Per Sqft,Property Type,Locality,Builder Name,Rera Approval,Bhk_Count,Society,Company Name,Flat Type
20000000,Ready to move,2300,8695,4 BHK Independent Floor in Paramount Luxury Floors Sector 57,Sector 57,home,Not Approved,4,Paramount Luxury Floors Sector 57,Paramount,Floor
22000000,Ready to move,2100,10476,3 BHK Independent Floor,Sector 51,Property In Gurgaon,Not Approved,3,Outside Socity,Outside,Plot
42000000,Ready to move,4800,8750,5 BHK Independent Floor,Sector 57,properties for sale in Gurgaon,Not Approved,5,Outside Socity,Outside,Plot
22000000,Ready to move,1800,12222,3 BHK Independent Floor in Raheja South City 1 Floors,Sector 41,Homes solution,Not Approved,3,Raheja South City 1 Floors,Raheja,Floor
22500000,Ready to move,2800,8035,4 BHK Independent Floor,Palam Vihar,Homes solution,Not Approved,4,Outside Socity,Outside,Plot
52500000,Ready to move,3150,16666,4 BHK Villa,Palam Vihar,Sunrise Property Consultants,Not Approved,4,Outside Socity,Outside,Plot
29600000,Ready to move,2606,11395,4 BHK Apartment in DLF The Primus,Sector 82A,Shree Ganesh Real Estate,Not Approved,4,DLF The Primus,DLF,Apartment
25900000,Ready to move,2273,11395,4 BHK Apartment in DLF The Primus,Sector 82A,Shree Ganesh Real Estate,Not Approved,4,DLF The Primus,DLF,Apartment
23700000,Ready to move,2086,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Shree Ganesh Real Estate,Not Approved,3,DLF The Primus,DLF,Apartment
23800000,Ready to move,2092,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Gravity Advisors Pvt Ltd,Not Approved,3,DLF The Primus,DLF,Apartment
29300000,Ready to move,2576,11395,4 BHK Apartment in DLF The Primus,Sector 82A,Gravity Advisors Pvt Ltd,Not Approved,4,DLF The Primus,DLF,Apartment
12700000,Ready to move,1046,12222,2 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Air,Godrej,Apartment
26200000,Ready to move,2308,11395,4 BHK Apartment in DLF The Primus,Sector 82A,Gravity Advisors Pvt Ltd,Not Approved,4,DLF The Primus,DLF,Apartment
16700000,Ready to move,1370,12222,3 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Air,Godrej,Apartment
20700000,Ready to move,1818,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Gravity Advisors Pvt Ltd,Not Approved,3,DLF The Primus,DLF,Apartment
12700000,Ready to move,1044,12222,2 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Air,Godrej,Apartment
16700000,Ready to move,1370,12222,3 BHK Apartment in Godrej Air,Sector 85,home,Not Approved,3,Godrej Air,Godrej,Apartment
20700000,Ready to move,1818,11395,3 BHK Apartment in DLF The Primus,Sector 82A,Property In Gurgaon,Not Approved,3,DLF The Primus,DLF,Apartment
12700000,Ready to move,1044,12222,2 BHK Apartment in Godrej Air,Sector 85,properties for sale in Gurgaon,Not Approved,2,Godrej Air,Godrej,Apartment
22400000,Ready to move,2679,8389,3 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Icon,Godrej,Apartment
20400000,Ready to move,1799,11394,3 BHK Apartment in DLF The Primus,Sector 82A,Gravity Advisors Pvt Ltd,Not Approved,3,DLF The Primus,DLF,Apartment
13700000,Ready to move,1835,7506,3 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Icon,Godrej,Apartment
16800000,Ready to move,1376,12222,3 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Air,Godrej,Apartment
12200000,Ready to move,1630,7544,2 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Icon,Godrej,Apartment
16000000,Ready to move,1313,12222,3 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Air,Godrej,Apartment
11200000,Ready to move,1498,7516,2 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Icon,Godrej,Apartment
23800000,Ready to move,1951,12222,4 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,4,Godrej Air,Godrej,Apartment
11200000,Ready to move,1490,7516,2 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Icon,Godrej,Apartment
9962000,Ready to move,1779,5600,3 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Icon,Godrej,Apartment
23800000,Ready to move,1950,12222,4 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,4,Godrej Air,Godrej,Apartment
15200000,Ready to move,1823,8389,2 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Icon,Godrej,Apartment
13700000,Ready to move,1825,7506,3 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Icon,Godrej,Apartment
19300000,Ready to move,1582,12222,3 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Air,Godrej,Apartment
11800000,Ready to move,1575,7516,2 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Icon,Godrej,Apartment
22500000,Ready to move,1841,12222,4 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,4,Godrej Air,Godrej,Apartment
16100000,Ready to move,2142,7516,3 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Icon,Godrej,Apartment
15700000,Ready to move,1292,12222,3 BHK Apartment in Godrej Air,Sector 85,home,Not Approved,3,Godrej Air,Godrej,Apartment
12900000,Ready to move,2317,5600,4 BHK Apartment in Godrej Icon,Sector 88A,Property In Gurgaon,Not Approved,4,Godrej Icon,Godrej,Apartment
11200000,Ready to move,2001,5600,3 BHK Apartment in Godrej Icon,Sector 88A,properties for sale in Gurgaon,Not Approved,3,Godrej Icon,Godrej,Apartment
26000000,Ready to move,2129,12222,3 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Air,Godrej,Apartment
9055000,Ready to move,1617,5600,2 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Icon,Godrej,Apartment
22300000,Ready to move,1829,12222,3 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Air,Godrej,Apartment
18300000,Ready to move,2192,8389,3 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Icon,Godrej,Apartment
15400000,Ready to move,2059,7506,3 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Icon,Godrej,Apartment
31700000,Ready to move,2599,12222,4 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,4,Godrej Air,Godrej,Apartment
16800000,Ready to move,3008,5600,4 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,4,Godrej Icon,Godrej,Apartment
9505000,Ready to move,1133,8389,2 BHK Apartment in Godrej Icon,Sector 88A,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Icon,Godrej,Apartment
18400000,Ready to move,1507,12229,3 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,3,Godrej Air,Godrej,Apartment
12000000,Ready to move,990,12222,2 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Air,Godrej,Apartment
16900000,Ready to move,1390,12222,2 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Air,Godrej,Apartment
15400000,Ready to move,1263,12222,2 BHK Apartment in Godrej Air,Sector 85,Gravity Advisors Pvt Ltd,Not Approved,2,Godrej Air,Godrej,Apartment
14500000,Ready to move,2475,5885,4 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Gravity Advisors Pvt Ltd,Not Approved,4,Bestech Park View Sanskruti,Bestech,Apartment
13600000,Ready to move,2325,5885,4 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Gravity Advisors Pvt Ltd,Not Approved,4,Bestech Park View Sanskruti,Bestech,Apartment
12400000,Ready to move,2120,5885,3 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Gravity Advisors Pvt Ltd,Not Approved,3,Bestech Park View Sanskruti,Bestech,Apartment
11200000,Ready to move,1920,5885,3 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Gravity Advisors Pvt Ltd,Not Approved,3,Bestech Park View Sanskruti,Bestech,Apartment
11700000,Ready to move,1995,5885,3 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Gravity Advisors Pvt Ltd,Not Approved,3,Bestech Park View Sanskruti,Bestech,Apartment
68400000,Under Construction,1731,39514,4 BHK Apartment in Godrej Aristocrat,Sector 49,Property In Gurgaon,Approved,4,Godrej Aristocrat,Godrej,Apartment
65500000,Under Construction,1751,37407,4 BHK Apartment in Godrej Aristocrat,Sector 49,properties for sale in Gurgaon,Approved,4,Godrej Aristocrat,Godrej,Apartment
33600000,Under Construction,968,34746,3 BHK Apartment in Godrej Aristocrat,Sector 49,Propheal,Approved,3,Godrej Aristocrat,Godrej,Apartment
38400000,Under Construction,1109,34625,3 BHK Apartment in Godrej Aristocrat,Sector 49,Propheal,Approved,3,Godrej Aristocrat,Godrej,Apartment
37800000,Under Construction,1091,34678,3 BHK Apartment in Godrej Aristocrat,Sector 49,Propheal,Approved,3,Godrej Aristocrat,Godrej,Apartment
34700000,Under Construction,1002,34665,3 BHK Apartment in Godrej Aristocrat,Sector 49,Propheal,Approved,3,Godrej Aristocrat,Godrej,Apartment
5500000,Ready to move,700,7857,2 BHK Apartment in Shree Vardhman Green Court,Sector 90,Propheal,Not Approved,2,Shree Vardhman Green Court,Shree,Apartment
5200000,Ready to move,536,9701,2 BHK Apartment in Shree Vardhman Green Court,Sector 90,Propheal,Not Approved,2,Shree Vardhman Green Court,Shree,Apartment
26800000,Under Construction,2000,13400,3 BHK Apartment in Trehan Luxury Floors 71,Sector 71,Propheal,Approved,3,Trehan Luxury Floors 71,Trehan,Apartment
35800000,Ready to move,2215,16200,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Gateway Realty,Not Approved,3,Puri Diplomatic Greens,Puri,Apartment
34000000,Ready to move,2100,16200,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Neer Me Consultant,Not Approved,3,Puri Diplomatic Greens,Puri,Apartment
34000000,Ready to move,2100,16200,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Thirty Three Estates Developers,Not Approved,3,Puri Diplomatic Greens,Puri,Apartment
29300000,Ready to move,1810,16200,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Thirty Three Estates Developers,Not Approved,3,Puri Diplomatic Greens,Puri,Apartment
72900000,Ready to move,4500,16200,4 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Thirty Three Estates Developers,Not Approved,4,Puri Diplomatic Greens,Puri,Apartment
35600000,Ready to move,2200,16200,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,Thirty Three Estates Developers,Not Approved,3,Puri Diplomatic Greens,Puri,Apartment
27500000,Ready to move,1700,16200,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,home,Not Approved,3,Puri Diplomatic Greens,Puri,Apartment
49300000,Ready to move,4700,10500,4 BHK Independent Floor in Ahuja Builders 4,Sector 23 Gurgaon,Property In Gurgaon,Not Approved,4,Ahuja Builders 4,Ahuja,Floor
255900000,Ready to move,11635,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,4,M3M Golf Estate,M3M,Apartment
66900000,Ready to move,3043,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Thirty Three Estates Developers,Not Approved,3,M3M Golf Estate,M3M,Apartment
104300000,Ready to move,4742,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,SMART HOMZZ,Not Approved,4,M3M Golf Estate,M3M,Apartment
49200000,Ready to move,2240,22000,2 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Golf Estate,M3M,Apartment
49000000,Ready to move,2230,22000,2 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Golf Estate,M3M,Apartment
77100000,Ready to move,3505,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
65500000,Ready to move,2979,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
65600000,Ready to move,2985,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
28900000,Ready to move,1310,22137,2 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Heights,M3M,Apartment
33500000,Ready to move,1516,22121,2 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Heights,M3M,Apartment
31300000,Ready to move,1450,21600,2 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Heights,M3M,Apartment
77200000,Ready to move,3510,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
27000000,Ready to move,1250,21600,2 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Heights,M3M,Apartment
25900000,Ready to move,1832,14184,3 BHK Apartment in BPTP Terra,Sector 37D,WADHWA REALTORS,Not Approved,3,BPTP Terra,BPTP,Apartment
42100000,Ready to move,1950,21600,3 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Heights,M3M,Apartment
29900000,Ready to move,1358,22091,2 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Heights,M3M,Apartment
28300000,Ready to move,1998,14184,4 BHK Apartment in BPTP Terra,Sector 37D,WADHWA REALTORS,Not Approved,4,BPTP Terra,BPTP,Apartment
40400000,Ready to move,1828,22101,3 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Heights,M3M,Apartment
29900000,Ready to move,1358,22091,2 BHK Apartment in M3M Heights,Sector 65,home,Not Approved,2,M3M Heights,M3M,Apartment
28300000,Ready to move,1998,14184,4 BHK Apartment in BPTP Terra,Sector 37D,Property In Gurgaon,Not Approved,4,BPTP Terra,BPTP,Apartment
40400000,Ready to move,1828,22101,3 BHK Apartment in M3M Heights,Sector 65,properties for sale in Gurgaon,Not Approved,3,M3M Heights,M3M,Apartment
31600000,Ready to move,1433,22120,2 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Heights,M3M,Apartment
43200000,Ready to move,2000,21600,3 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Heights,M3M,Apartment
42600000,Ready to move,1932,22101,3 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Heights,M3M,Apartment
19400000,Ready to move,1820,10659,3 BHK Apartment in Vatika Iris Floors,Sector 82,WADHWA REALTORS,Not Approved,3,Vatika Iris Floors,Vatika,Apartment
82100000,Ready to move,3732,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
44300000,Ready to move,2004,22106,3 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Heights,M3M,Apartment
29800000,Ready to move,1350,22148,2 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Heights,M3M,Apartment
70400000,Ready to move,3203,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
198000000,Ready to move,9000,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,5,M3M Golf Estate,M3M,Apartment
45400000,Ready to move,2054,22106,3 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Heights,M3M,Apartment
42800000,Under Construction,2380,18000,3 BHK Apartment in Puri Diplomatic Residences,Sector 111,WADHWA REALTORS,Approved,3,Puri Diplomatic Residences,Puri,Apartment
22600000,Ready to move,1423,15933,3 BHK Apartment in Smart Smart World Gems,Sector 89,WADHWA REALTORS,Not Approved,3,Smart Smart World Gems,Smart,Apartment
82600000,Ready to move,3756,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
81500000,Ready to move,3705,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
27800000,Ready to move,1261,22124,2 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,2,M3M Heights,M3M,Apartment
81400000,Ready to move,3702,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
109800000,Ready to move,4992,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
44300000,Ready to move,2004,22106,3 BHK Apartment in M3M Heights,Sector 65,home,Not Approved,3,M3M Heights,M3M,Apartment
29800000,Ready to move,1350,22148,2 BHK Apartment in M3M Heights,Sector 65,Property In Gurgaon,Not Approved,2,M3M Heights,M3M,Apartment
70400000,Ready to move,3203,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
39900000,Ready to move,1850,21600,3 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Heights,M3M,Apartment
293500000,Ready to move,13343,21999,5 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,5,M3M Golf Estate,M3M,Apartment
246900000,Ready to move,11224,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,5,M3M Golf Estate,M3M,Apartment
109200000,Ready to move,4968,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
139700000,Ready to move,6351,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,5,M3M Golf Estate,M3M,Apartment
44000000,Ready to move,1990,22110,3 BHK Apartment in M3M Heights,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Heights,M3M,Apartment
105200000,Ready to move,4785,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
141900000,Ready to move,6450,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,5,M3M Golf Estate,M3M,Apartment
104300000,Ready to move,4742,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,home,Not Approved,3,M3M Golf Estate,M3M,Apartment
85500000,Ready to move,3888,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
73900000,Ready to move,3363,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
84300000,Ready to move,3836,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
84500000,Ready to move,3844,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
84500000,Ready to move,3843,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
84700000,Ready to move,3850,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
31000000,Under Construction,1383,22431,3 BHK Apartment in Godrej Zenith,Sector 89,WADHWA REALTORS,Approved,3,Godrej Zenith,Godrej,Apartment
114800000,Ready to move,5219,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
83500000,Ready to move,3799,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
297000000,Ready to move,13500,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,5,M3M Golf Estate,M3M,Apartment
71300000,Ready to move,3243,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
80600000,Ready to move,3665,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
253100000,Ready to move,11505,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,5,M3M Golf Estate,M3M,Apartment
135700000,Ready to move,6171,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
112200000,Ready to move,5100,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
112100000,Ready to move,5096,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
112000000,Ready to move,5092,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
99800000,Ready to move,4539,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
88000000,Ready to move,4000,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
76300000,Ready to move,3469,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,home,Not Approved,3,M3M Golf Estate,M3M,Apartment
88200000,Ready to move,4010,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
64900000,Ready to move,2952,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
65100000,Ready to move,2962,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
88300000,Ready to move,4015,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
96000000,Ready to move,4366,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
133300000,Ready to move,6060,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
98500000,Ready to move,4480,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
87200000,Ready to move,3968,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
87200000,Ready to move,3967,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
75800000,Ready to move,3449,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
87600000,Ready to move,3986,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
75900000,Ready to move,3454,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
75900000,Ready to move,3452,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
120800000,Ready to move,5492,22000,4 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,4,M3M Golf Estate,M3M,Apartment
75000000,Ready to move,3410,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
63400000,Ready to move,2882,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
63800000,Ready to move,2900,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
85700000,Ready to move,3898,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
85900000,Ready to move,3909,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
63800000,Ready to move,2900,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,home,Not Approved,3,M3M Golf Estate,M3M,Apartment
85700000,Ready to move,3898,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,Property In Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
85900000,Ready to move,3909,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,properties for sale in Gurgaon,Not Approved,3,M3M Golf Estate,M3M,Apartment
86100000,Ready to move,3918,22000,3 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,3,M3M Golf Estate,M3M,Apartment
129800000,Ready to move,5900,22000,5 BHK Apartment in M3M Golf Estate,Sector 65,WADHWA REALTORS,Not Approved,5,M3M Golf Estate,M3M,Apartment
76900000,Under Construction,3800,20253,4 BHK Apartment in DLF The Arbour,Sector 63,WADHWA REALTORS,Approved,4,DLF The Arbour,DLF,Apartment
37500000,Under Construction,2750,13650,3 BHK Apartment in Vatika Sovereign Park,Sector 99,WADHWA REALTORS,Approved,3,Vatika Sovereign Park,Vatika,Apartment
47700000,Ready to move,2950,16200,4 BHK Apartment in Puri Diplomatic Greens,Sector 110A,WADHWA REALTORS,Not Approved,4,Puri Diplomatic Greens,Puri,Apartment
27500000,Ready to move,1700,16200,3 BHK Apartment in Puri Diplomatic Greens,Sector 110A,WADHWA REALTORS,Not Approved,3,Puri Diplomatic Greens,Puri,Apartment
46000000,Ready to move,2095,22000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,WADHWA REALTORS,Not Approved,3,Conscient H,Conscient,Apartment
57000000,Ready to move,2595,22000,3 BHK Apartment in Conscient Hines Elevate,Sector 59,WADHWA REALTORS,Not Approved,3,Conscient H,Conscient,Apartment
11200000,Ready to move,1156,9700,3 BHK Apartment in Vatika Primrose Floors,Sector 82,WADHWA REALTORS,Not Approved,3,Vatika Primrose Floors,Vatika,Apartment
