Price,Status,Area,Rate Per Sqft,Property Type,Locality,Builder Name,Rera Approval,Bhk_Count,Society,Company Name,Flat Type
5500000,Ready to move,1000,5500,3 BHK Independent House,Sector 3A,AMAN RUHIL,Not Approved,3,Outside Socity,Outside,Plot
40000000,Ready to move,1500,26666,1 RK Studio Apartment in Suncity Sun City,Sector 54,user,Not Approved,1,Suncity Sun City,Suncity,Apartment
8300000,Ready to move,1450,5724,3 BHK Apartment in Emaar Palm Hills,Sector 77,Kaushlendra Pratap Singh,Not Approved,3,Emaar Palm Hills,Emaar,Apartment
9500000,Ready to move,1800,5277,4 BHK Apartment in Wings Apartments,Sector 9,Manish,Not Approved,4,W,W,Apartment
3600000,Ready to move,1185,3037,2 BHK Apartment in Sidhartha Group NCR One,Sector 95,SHARAD AGARWAL,Not Approved,2,Sidhartha Group NCR One,Sidhartha,Apartment
11000000,Ready to move,2600,4230,3 BHK Apartment in Ansal Esencia,Sector 67,Ankush,Not Approved,3,Ansal Esencia,Ansal,Apartment
9100000,Ready to move,1415,6431,2 BHK Apartment in Bestech Park View Residency,Sector 3,Shwatank Rastogi,Not Approved,2,Bestech Park View Residency,Bestech,Apartment
11800000,Ready to move,1575,7492,4 BHK Apartment,Sector 52,Simran Singh,Not Approved,4,Outside Socity,Outside,Plot
13000000,Ready to move,2010,6467,4 BHK Apartment in Tulip Violet,Sector 69,Varun Juneja,Not Approved,4,Tulip Violet,Tulip,Apartment
3000000,Ready to move,500,6000,2 BHK Apartment in Signature Global Solera,Sector 107,vivek,Not Approved,2,Signature Global Solera,Signature,Apartment
7500000,Ready to move,2500,3000,6 BHK Independent House,Patel Nagar,kumar,Not Approved,6,Outside Socity,Outside,Plot
37500000,Ready to move,5000,7500,5 BHK Independent House in Ansal Sushant Lok 1,Sector 43,sonu homeseek,Not Approved,5,Ansal Sushant Lok 1,Ansal,House
12500000,Under Construction,1915,6527,4 BHK Independent Floor,sector 23a,user4358,Not Approved,4,Outside Socity,Outside,Plot
1476000,Ready to move,412,3583,1 BHK Apartment in AVL 36,Sector 36A,Sudhakar Vashist,Not Approved,1,AVL 36,AVL,Apartment
3795000,Ready to move,1000,3795,3 BHK Independent House,Dharam Colony,Sumit,Not Approved,3,Outside Socity,Outside,Plot
2500000,Ready to move,438,5707,1 BHK Apartment in Lotus Homz,Sector 111,Sanyam Rana,Not Approved,1,Lotus Homz,Lotus,Apartment
18000000,Ready to move,1350,13333,3 BHK Apartment in Emaar Emerald Hills Exclusive Plots,Sector 65,user9073,Not Approved,3,Emaar Emerald Hills Exclusive Plots,Emaar,Apartment
57500000,Ready to move,3240,17746,6 BHK Apartment in Palam Vihar Residential Society,PALAM VIHAR,home,Not Approved,6,Palam Vihar Residential Society,Palam,Apartment
13500000,Ready to move,1850,7297,3 BHK Apartment in Palam Vihar Residential Society,PALAM VIHAR,Property In Gurgaon,Not Approved,3,Palam Vihar Residential Society,Palam,Apartment
9400000,Ready to move,1762,5334,3 BHK Apartment in CHD Avenue 71,Sector 71,properties for sale in Gurgaon,Not Approved,3,CHD Avenue 71,CHD,Apartment
2300000,Ready to move,495,4646,1 BHK Apartment in Adani Aangan,Sector 89A,Naveen,Not Approved,1,Adani Aangan,Adani,Apartment
11500000,Ready to move,1945,5912,3 BHK Apartment in Supertech Araville,Sector 79,Naveen,Not Approved,3,Supertech Araville,Supertech,Apartment
12000000,Ready to move,1700,7058,3 BHK Independent Floor,Sector-57 Gurgaon,Guest,Not Approved,3,Outside Socity,Outside,Plot
77500000,Ready to move,4680,16559,5 BHK Independent House,PALAM VIHAR,RAVIKANT,Not Approved,5,Outside Socity,Outside,Plot
11500000,Under Construction,1310,8850,2 BHK Apartment in M3M Capital,Sector 113,Owner,Approved,2,M3M Capital,M3M,Apartment
7200000,Ready to move,729,9876,1 BHK Apartment in Ansal Sushant Estate,Sector 52,Partap Singh,Not Approved,1,Ansal Sushant Estate,Ansal,Apartment
8500000,Ready to move,1537,5530,3 BHK Apartment,Sector 37C,Vinay,Not Approved,3,Outside Socity,Outside,Plot
6300000,Ready to move,1000,6300,2 BHK Apartment,Sector 30,Neha Thakur,Not Approved,2,Outside Socity,Outside,Plot
13000000,Ready to move,2010,6467,4 BHK Apartment in Tulip Violet,Sector 69,VINOD SINGH,Not Approved,4,Tulip Violet,Tulip,Apartment
10000000,Ready to move,1960,5102,3 BHK Apartment in Mapsko Casa Bella,Sector 82,Anuradha,Not Approved,3,Mapsko Casa Bella,Mapsko,Apartment
15000000,Ready to move,1600,9375,3 BHK Independent Floor,Sushant Lok,seller,Not Approved,3,Outside Socity,Outside,Plot
4500000,Ready to move,900,5000,3 BHK Independent Floor,Sector 3,user7722,Not Approved,3,Outside Socity,Outside,Plot
15000000,Under Construction,2040,7352,3 BHK Apartment in M3M Skywalk,Sector 74,Rajat Khatri,Approved,3,M3M Skywalk,M3M,Apartment
17000000,Under Construction,2018,8424,3 BHK Apartment in M3M Skywalk,Sector 74,seller,Approved,3,M3M Skywalk,M3M,Apartment
3500000,Ready to move,800,4375,3 BHK Independent House,Sector 3A,seller,Not Approved,3,Outside Socity,Outside,Plot
10000000,Under Construction,1406,7112,2 BHK Apartment in M3M Skywalk,Sector 74,Gaurav,Approved,2,M3M Skywalk,M3M,Apartment
4000000,Ready to move,950,4210,2 BHK Apartment in Breez Global Heights,Sector 33 Sohna,Pooja Arora,Not Approved,2,Breez Global Heights,Breez,Apartment
16000000,Under Construction,1800,8888,3 BHK Apartment,Sector 61,home,Not Approved,3,Outside Socity,Outside,Plot
3000000,Ready to move,1000,3000,3 BHK Independent House,Bhondsi,Property In Gurgaon,Not Approved,3,Outside Socity,Outside,Plot
15900000,Ready to move,2350,6765,4 BHK Independent Floor,Sector 65,properties for sale in Gurgaon,Not Approved,4,Outside Socity,Outside,Plot
3500000,Ready to move,925,3783,2 BHK Apartment in Signature Global Solera,Sector 107,user6656,Not Approved,2,Signature Global Solera,Signature,Apartment
7200000,Ready to move,688,10465,2 BHK Apartment in Swaraj Homes IRWO Classic Apartments,Sector 57,Harvir Singh,Not Approved,2,Swaraj Homes IRWO Classic Apartments,Swaraj,Apartment
18500000,Ready to move,2700,6851,4 BHK Independent Floor,Sector 52,Dhruv Suri,Not Approved,4,Outside Socity,Outside,Plot
24000000,Ready to move,3400,7058,3 BHK Villa in DLF New Town Heights 3,Sector 91,Pradeep samal,Not Approved,3,DLF New Town Heights 3,DLF,Villa
8500000,Ready to move,1200,7083,2 BHK Independent Floor in Ansal Florence Residency,Sector 57,Praveen Kashyap,Not Approved,2,Ansal Florence Residency,Ansal,Floor
3900000,Ready to move,950,4105,2 BHK Apartment in Reputed Builder Apna Enclave,Sector 4,user3477,Not Approved,2,Reputed Builder Apna Enclave,Reputed,Apartment
8550000,Ready to move,1943,4400,3 BHK Apartment in M3M Woodshire,Sector 107,Kavita Roy,Not Approved,3,M3M Woodshire,M3M,Apartment
6750000,Ready to move,1534,4400,2 BHK Apartment in M3M Woodshire,Sector 107,seller,Not Approved,2,M3M Woodshire,M3M,Apartment
3500000,Ready to move,900,3888,2 BHK Apartment in Signature Global Orchard Avenue,Sector 93,Arun Singla,Not Approved,2,Signature Global Orchard Avenue,Signature,Apartment
1100000,Ready to move,250,4400,1 BHK Apartment in CHD Avenue 71,Sector 71,Nidhi,Not Approved,1,CHD Avenue 71,CHD,Apartment
17000000,Ready to move,1665,10210,3 BHK Independent Floor in Sushant lok 2 Sector 57 Gurgaon,Sushant Lok Phase 2,Nidhi,Not Approved,3,Sushant lok 2 Sector 57 Gurgaon,Sushant,Floor
9500000,Ready to move,1300,7307,3 BHK Apartment in Unitech Uniworld Gardens,Sector 47,seller,Not Approved,3,Unitech Uniworld Gardens,Unitech,Apartment
30000000,Ready to move,2925,10256,4 BHK Apartment in AIPL The Peaceful Homes,Sector 70A,sanjay kumar,Not Approved,4,AIPL The Peaceful Homes,AIPL,Apartment
5200000,Under Construction,745,6979,2 BHK Apartment in Signature Global Park II,Sector 36 Sohna,Pulkit verma,Approved,2,Signature Global Park II,Signature,Apartment
14800000,Under Construction,1997,7411,3 BHK Apartment in Pareena Coban Residences,Sector 99A,Ash,Approved,3,Pareena Coban Residences,Pareena,Apartment
15400000,Ready to move,2575,5980,4 BHK Apartment in Shree Vardhman Flora,Sector 90,Ramjeevan,Not Approved,4,Shree Vardhman Flora,Shree,Apartment
15000000,Under Construction,1800,8333,4 BHK Apartment in HUDA Plot Sector 45,Sector 45,Surender Kumar,Not Approved,4,HUDA Plot Sector 45,HUDA,Apartment
20000000,Ready to move,1800,11111,3 BHK Independent House,Sector 11,home,Not Approved,3,Outside Socity,Outside,Plot
20000000,Ready to move,1800,11111,3 BHK Independent House,Sector 11,Property In Gurgaon,Not Approved,3,Outside Socity,Outside,Plot
12500000,Under Construction,1350,9259,3 BHK Independent Floor,Sector 14,properties for sale in Gurgaon,Not Approved,3,Outside Socity,Outside,Plot
8000000,Ready to move,1325,6037,2 BHK Apartment in Indiabulls Centrum Park,Sector 103,keshav dahiya,Not Approved,2,Indiabulls Centrum Park,Indiabulls,Apartment
2600000,Under Construction,768,3385,2 BHK Apartment in Pyramid Pride,Sector 76,Ankit Khatri,Approved,2,Pyramid Pride,Pyramid,Apartment
6200000,Ready to move,1565,3961,3 BHK Apartment in Ansal Heights,Sector 92,Revathi,Not Approved,3,Ansal Heights,Ansal,Apartment
20900000,Under Construction,1227,17128,3 BHK Apartment in Godrej Prive,Sector 106,Revathi,Approved,3,Godrej Prive,Godrej,Apartment
15900000,Under Construction,1025,15609,3 BHK Apartment in Godrej Prive,Sector 106,Shitanshu Shekhar Munshi,Approved,3,Godrej Prive,Godrej,Apartment
12000000,Under Construction,817,14687,2 BHK Apartment in Godrej Prive,Sector 106,user3301,Approved,2,Godrej Prive,Godrej,Apartment
26700000,Under Construction,1657,16173,4 BHK Apartment in Godrej Prive,Sector 106,Pinclick,Approved,4,Godrej Prive,Godrej,Apartment
9500000,Resale,1080,8796,Residential Plot in Vatika Express City Plots,Sector 88A,Pinclick,Approved,0,Vatika Express City Plots,Vatika,Plot
19000000,Resale,900,21111,Residential Plot,Sector 40,Pinclick,Not Approved,0,Outside Socity,Outside,Plot
9500000,Resale,1080,8796,Residential Plot in Vatika Express City Plots,Sector 88A,seller,Approved,0,Vatika Express City Plots,Vatika,Plot
9500000,Resale,1080,8796,Residential Plot in Vatika Express City Plots,Sector 88A,madhur,Approved,0,Vatika Express City Plots,Vatika,Plot
9500000,Resale,1080,8796,Residential Plot in Vatika Express City Plots,Sector 88A,home,Approved,0,Vatika Express City Plots,Vatika,Plot
1600000,Resale,1350,1185,Residential Plot,Maruti Kunj Road,Property In Gurgaon,Not Approved,0,Outside Socity,Outside,Plot
5000000,Resale,600,8333,Residential Plot in Ansal Esencia,Sector 67,properties for sale in Gurgaon,Not Approved,0,Ansal Esencia,Ansal,Plot
500000,Resale,450,1111,Residential Plot,Bhondsi,seller,Not Approved,0,Outside Socity,Outside,Plot
500000,Resale,450,1111,Residential Plot,Maruti Kunj,anuj kumar,Not Approved,0,Outside Socity,Outside,Plot
900000,New,540,1666,Residential Plot,Badshahpur,chandra,Not Approved,0,Outside Socity,Outside,Plot
3000000,Resale,650,4615,Residential Plot in Vipul Aarohan,Sector 53,Kajal Rajput,Not Approved,0,Vipul Aarohan,Vipul,Plot
36500000,Resale,2250,16222,Residential Plot in St Patricks Central Park Flower Valley Phase II,Sector 33,Kajal Rajput,Not Approved,0,St Patricks Central Park Flower Valley Phase II,St,Plot
24000000,New,1602,14981,Residential Plot in AB Realty Valencia,Sector 73,ajay,Not Approved,0,AB Realty Valencia,AB,Plot
1960000,Resale,540,3629,Residential Plot,Palam Vihar Extension,KD Estate,Not Approved,0,Outside Socity,Outside,Plot
8500000,Resale,1080,7870,Residential Plot in Vatika Express City Plots,Sector 88A,Manav Sharma,Approved,0,Vatika Express City Plots,Vatika,Plot
